condition,seed,round,pre_acc,arm,d_acc,minus_kd,broken,fixed_peer_agree,fixed_peer_disagree,changed,kl,weight_change_backbone,weight_change_head
ce_head,2,86,36.8800014257431,kd,-0.04000067710876465,0.0,2.419999986886978,0.800000037997961,1.5799999237060547,10.379999876022339,0.04871666431427002,0.09913009073632312,0.11062011189648135
ce_head,2,86,36.8800014257431,ce_head,-1.7599999904632568,-1.7199993133544922,7.360000163316727,4.679999873042107,0.9200000204145908,25.47999918460846,0.3180182874202728,0.0,0.6471147171665332
ce_head,2,86,36.8800014257431,ce,11.51999831199646,11.559998989105225,10.760000348091125,19.660000503063202,2.6200000196695328,56.859999895095825,0.9666522741317749,0.572699730888121,0.47546141252548985
ce_head,2,86,36.8800014257431,ce_lowlr,7.799997925758362,7.8399986028671265,7.760000228881836,13.48000019788742,2.0800000056624413,42.559999227523804,0.5399685502052307,0.13359716550548673,0.1352371779093582
ce_head,2,87,36.68000102043152,kd,0.339999794960022,0.0,1.940000057220459,0.7400000002235174,1.5399999916553497,9.459999948740005,0.042479027062654495,0.14981649036005426,0.10859394348749148
ce_head,2,87,36.68000102043152,ce_head,-2.0200014114379883,-2.3600012063980103,7.4799999594688416,4.4599998742341995,0.9999999776482582,26.78000032901764,0.33455801010131836,0.0,0.5782897461022147
ce_head,2,87,36.68000102043152,ce,14.620000123977661,14.28000032901764,10.199999809265137,21.639999747276306,3.1800001859664917,57.499998807907104,1.0280795097351074,1.0028893127650471,0.3996889736599761
ce_head,2,87,36.68000102043152,ce_lowlr,11.919999122619629,11.579999327659607,7.2200000286102295,16.539999842643738,2.6000000536441803,46.59999907016754,0.6731781959533691,0.23783640384028298,0.10546328688596282
ce_head,2,88,36.53999865055084,kd,0.04000067710876465,0.0,2.5200000032782555,1.0999999940395355,1.4600000344216824,11.339999735355377,0.04956565797328949,0.07583180287412951,0.06988679296121948
ce_head,2,88,36.53999865055084,ce_head,-1.1799991130828857,-1.2199997901916504,5.939999967813492,3.7799999117851257,0.9800000116229057,22.460000216960907,0.3096669316291809,0.0,0.9980568266687218
ce_head,2,88,36.53999865055084,ce,7.919999957084656,7.879999279975891,12.060000002384186,17.20000058412552,2.7799999341368675,59.34000015258789,1.005500316619873,0.2656042309387822,0.6784417616558672
