group,seed,round_index,relative_round,phase,val_acc,delta_acc,cos_ce_kl,g_ce_norm,g_kl_norm
0.9,1337,3,-97,kl,51.56,12.14,0.7542405724525452,0.6774372458457947,1.113840937614441
0.9,1337,4,-96,kl,57.84,6.280000000000001,0.1974642276763916,0.42873114347457886,1.1108444929122925
0.9,1337,5,-95,kl,63.42,5.579999999999998,0.676089882850647,0.5730279684066772,1.1695556640625
0.9,1337,6,-94,kl,66.9,3.480000000000004,0.613823413848877,0.5238170623779297,1.2330608367919922
0.9,1337,7,-93,kl,68.0,1.0999999999999943,0.6333506107330322,0.5705429315567017,1.054236888885498
0.9,1337,8,-92,kl,69.1,1.0999999999999943,0.5099510550498962,0.46750056743621826,1.043505072593689
0.9,1337,9,-91,kl,71.12,2.0200000000000102,0.7106564044952393,0.5349465012550354,1.074499249458313
0.9,1337,10,-90,kl,72.78,1.6599999999999966,0.5236558318138123,0.44898664951324463,1.0471246242523193
0.9,1337,11,-89,kl,73.94,1.1599999999999966,0.7344667315483093,0.5193326473236084,1.3522255420684814
0.9,1337,12,-88,kl,74.58,0.6400000000000006,0.4844832122325897,0.4429725706577301,1.1438088417053223
0.9,1337,13,-87,kl,76.2,1.6200000000000045,0.6336498260498047,0.48262232542037964,0.924252986907959
0.9,1337,14,-86,kl,77.36,1.1599999999999966,0.6456642150878906,0.4977847933769226,0.9424973130226135
0.9,1337,15,-85,kl,75.78,-1.5799999999999983,0.4147564172744751,0.46408137679100037,0.8568658232688904
0.9,1337,16,-84,kl,76.7,0.9200000000000017,0.4141191244125366,0.41316288709640503,0.7666465640068054
0.9,1337,17,-83,kl,76.32,-0.38000000000000966,0.5249732732772827,0.4272023141384125,0.8877374529838562
0.9,1337,18,-82,kl,78.16,1.8400000000000034,0.42193129658699036,0.4356510639190674,0.9246511459350586
0.9,1337,19,-81,kl,76.9,-1.259999999999991,0.42930683493614197,0.4128398895263672,0.8267772197723389
0.9,1337,20,-80,kl,77.94,1.039999999999992,0.4092668294906616,0.41084375977516174,0.9256710410118103
0.9,1337,21,-79,kl,79.2,1.2600000000000051,0.4929443299770355,0.4837303161621094,0.8971866965293884
0.9,1337,22,-78,kl,78.52,-0.6800000000000068,0.5141844749450684,0.4862777888774872,0.8156920075416565
0.9,1337,23,-77,kl,77.4,-1.1199999999999903,0.5864832401275635,0.5063161253929138,1.0007951259613037
0.9,1337,24,-76,kl,78.2,0.7999999999999972,0.633082389831543,0.5064004063606262,0.9416325688362122
0.9,1337,25,-75,kl,80.04,1.8400000000000034,0.4392101466655731,0.4276738464832306,0.8147811889648438
0.9,1337,26,-74,kl,80.04,0.0,0.4904292821884155,0.4504508376121521,0.8801974058151245
0.9,1337,27,-73,kl,79.32,-0.7200000000000131,0.45636337995529175,0.43478643894195557,0.9699360728263855
0.9,1337,28,-72,kl,77.76,-1.559999999999988,0.6141172647476196,0.5515000224113464,1.1269019842147827
0.9,1337,29,-71,kl,80.58,2.819999999999993,0.4238216280937195,0.43664491176605225,0.7908167243003845
0.9,1337,30,-70,kl,79.08,-1.5,0.5240468382835388,0.4884377717971802,0.8512578010559082
0.9,1337,31,-69,kl,80.26,1.1800000000000068,0.5597951412200928,0.49709755182266235,0.960138201713562
0.9,1337,32,-68,kl,78.72,-1.5400000000000063,0.30332088470458984,0.4452374279499054,0.866518497467041
0.9,1337,33,-67,kl,76.74,-1.980000000000004,0.6647961139678955,0.5457801818847656,1.086884617805481
0.9,1337,34,-66,kl,81.08,4.340000000000003,0.5017625689506531,0.45455050468444824,1.0215654373168945
